Date,ADANIPORTS.NS,TECHM.NS,BRITANNIA.NS,TCS.NS,SUNPHARMA.NS,INFY.NS,HINDALCO.NS,DRREDDY.NS,HCLTECH.NS,HINDUNILVR.NS,TATASTEEL.NS,NTPC.NS,CIPLA.NS,ITC.NS,BPCL.NS,WIPRO.NS,JSWSTEEL.NS,GAIL.NS,DIVISLAB.NS,ULTRACEMCO.NS,NESTLEIND.NS,ASIANPAINT.NS,EICHERMOT.NS,IOC.NS,GRASIM.NS,BAJAJ-AUTO.NS,HDFC.NS,M&M.NS,UPL.NS,SHREECEM.NS,MARUTI.NS,TITAN.NS,BAJAJFINSV.NS,KOTAKBANK.NS,COALINDIA.NS,BHARTIARTL.NS,HEROMOTOCO.NS,LT.NS,ONGC.NS,SBIN.NS,RELIANCE.NS,SBILIFE.NS,HDFCLIFE.NS,BAJFINANCE.NS,AXISBANK.NS,HDFCBANK.NS,TATAMOTORS.NS,ICICIBANK.NS,POWERGRID.NS,INDUSINDBK.NS
20-06-2016,206.8000031,544.2999878,1311.099976,1329.650024,739.8499756,604.375,121.0500031,3056.949951,385.3250122,879.4000244,320.3580017,128.7079926,488.25,238.6999969,334.9330139,208.8939972,140.2250061,108.5770035,1123.050049,3369.550049,6548.149902,991.5,1866.060059,102.625,669.3720093,2617.899902,1227.550049,675.4249878,379.3670044,13710.7998,4133.200195,376.6000061,2007.849976,751.9500122,312.3500061,334.6759949,3045.649902,1004.700012,142.5670013,215.8999939,495.1000061,,,753.9849854,522.4500122,586.0250244,482.0499878,216.4550018,156.6499939,1103.550049
21-06-2016,203.25,535,1282.430054,1325.599976,736.2999878,603.0499878,123.5,3049.050049,385.0499878,870.25,318.2619934,126.5,483.3999939,239,336.1830139,210.375,140.0700073,107.5920029,1117.199951,3357.600098,6537.399902,982.0499878,1871.319946,103.1750031,667.4580078,2636.25,1238.150024,683.4249878,374.3670044,13869.7998,4157.399902,375.4500122,2013.050049,746.75,313,332.5639954,3053.050049,996.53302,145.0330048,214,493.5499878,,,760.6049805,517.4000244,583.3250122,484.8999939,216.227005,156,1090.650024
22-06-2016,207.3500061,532.75,1306.849976,1333.819946,740.0499878,599.75,122.1999969,3105.100098,385.2250061,859.25,316.7369995,127.1669998,482.4500122,236.4669952,336.4500122,211.1809998,139.1300049,105.413002,1108.349976,3311.199951,6489.549805,985.4500122,1878.76001,103.8499985,662.5629883,2632.149902,1238.349976,679.75,370.6669922,14148.2998,4151.350098,379.2999878,2025.599976,739.3499756,317.5,333.3450012,3074.600098,994.3670044,145.5670013,212.8999939,490.25,,,759.9050293,516.2000122,585.75,472.7000122,217.272995,155.6000061,1090.900024
23-06-2016,207.1499939,531.3499756,1312.719971,1322.680054,752.5999756,605.7999878,123.9000015,3171.550049,384.8999939,869.3499756,318.1659851,124.25,475.75,240.1670074,341.2829895,211.3880005,140.1349945,105.6230011,1102.75,3337.949951,6431.75,984.0999756,1865.939941,105.4499969,666.0949707,2652,1245.5,687.375,361.3670044,14442.09961,4168.600098,388.1499939,2002.900024,747.25,317.5499878,334.9509888,3063.399902,999.0670166,145.6670074,217.5500031,490.2250061,,,769.6900024,526.4000244,595.0499878,487.9500122,219,156.6499939,1103.300049
24-06-2016,201.8999939,507.0499878,1316.469971,1286.969971,754.75,597.2750244,117.3000031,3153.25,370.9249878,859.0999756,297.8729858,124.3330002,476.5499878,236.0670013,337.8169861,208.1809998,138.3200073,106.072998,1100,3289.949951,6496.5,989.5499878,1866.219971,104.762001,664.7780151,2678.800049,1222.75,694.4500122,360.1329956,14246,4070.050049,390.4500122,2077.649902,733.9000244,312.25,326.7340088,3058.75,953.7329712,139.6000061,211.25,475.7250061,,,758.8099976,510.5,580.9500122,449.3999939,209.9550018,155.8000031,1095.800049
27-06-2016,203.8500061,504.6499939,1341.650024,1247.930054,773.75,583.0999756,119.8000031,3246.600098,367.5249939,858.8499756,295.8250122,124.3330002,489.0499878,239.3000031,346.0669861,205.5,138.6000061,106.8610001,1098.050049,3396,6447.799805,974.2999878,1871.060059,105.262001,676.7529907,2648.449951,1214.599976,695.9000244,363.3330078,14438.90039,4025.100098,391.5,2181.899902,739.4000244,308.1000061,322.4179993,3052,977.8330078,140.1000061,217.1499939,477.8250122,,,769.5599976,514.4500122,579.9749756,448.9500122,211.5449982,154,1079.800049
28-06-2016,202.8999939,501,1374.069946,1231.969971,765.0999756,579.5750122,118.0500031,3273.050049,356.6000061,887.75,296.7770081,123.3330002,497.3500061,245.6670074,350.5669861,203.3999939,142.6499939,106.0029984,1107.199951,3400.800049,6493.799805,980.2000122,1916.640015,108.737999,690.7730103,2624.399902,1228.900024,704.2999878,364.1000061,14212.7998,4078.699951,389.8999939,2196.100098,743.2999878,313.2999878,327.8819885,3020.399902,982.7000122,140.8999939,215.8999939,478.8999939,,,769.664978,514,583.4749756,440.3999939,211.9550018,155.4499969,1084.699951
29-06-2016,203.0500031,504.9500122,1385.699951,1251.449951,770.2999878,588.4249878,119.9499969,3274.699951,364.2250061,883.7999878,298.7780151,126.75,502.4500122,244.1999969,351.4500122,207.9559937,144.4600067,108.3519974,1110.650024,3395.25,6444.549805,994.2000122,1911.609985,110.3379974,693.0430298,2645.850098,1248.550049,708.875,366.4330139,14440.5,4131.25,396.5,2298.100098,752.7999878,311,327.0549927,3156.550049,988.7999878,143.1670074,217.1999969,483.4500122,,,768.5800171,517.8499756,584.1500244,447.25,215.1360016,159.25,1101.300049
30-06-2016,206.8500061,505.75,1379.469971,1276.550049,763.0999756,585.4000244,122.8499985,3381.699951,365.2250061,898.5499878,306.7340088,130.25,501,245.6000061,357.3829956,209.2310028,146.4349976,108.322998,1109.650024,3411,6492.350098,1003.299988,1922.23999,110.25,722.7869873,2689.949951,1253.599976,714.9749756,366.7330017,14546.5,4187.200195,406.25,2321.600098,763.3499756,313,336.7879944,3178.25,997.6669922,144.1999969,218.8000031,484.5750122,,,799.6699829,533.5,588.2249756,459.25,218.6820068,163.1000061,1111.599976
01-07-2016,204.3000031,511.3999939,1404.150024,1250.430054,763.3499756,586.2000122,124.75,3484.100098,365.8500061,897.5999756,312.5929871,130.625,508.6000061,252.3500061,363.9830017,209.5879974,146.3300018,111.1920013,1133.599976,3424.100098,6509.700195,1002.5,1915.51001,118.5749969,719.3170166,2671.25,1242.349976,731.5499878,373.6669922,14867.7002,4165.399902,405.8500061,2354.800049,753.4000244,310.1000061,338.2109985,3186.050049,1028.430054,150,219.6000061,486.7250061,,,816.7199707,542.9000244,587.25,457.8999939,218.5,165.1499939,1123.349976
04-07-2016,213.25,519.0999756,1420.449951,1247.099976,770.7999878,591.9749756,125.9499969,3435,374.1749878,893.0499878,315.5939941,129.9579926,510.2000122,244.8999939,368.7170105,210.6380005,147.3600006,111.5999985,1144.400024,3409.149902,6528,1000.400024,1949.219971,120.1999969,709.5029907,2652.800049,1256.25,732.7000122,370.6000061,14656,4173.799805,405.25,2351.75,743.9500122,317.9500122,342.802002,3159.800049,1045.400024,154.6999969,223,493.3500061,,,820.4349976,543.8499756,586.4000244,469.5,225.5910034,165.3999939,1107.599976
05-07-2016,214.5500031,515.25,1418.119995,1242.650024,774.5,587.7249756,123.6500015,3450.550049,369.2000122,890.2000122,317.881012,127.1669998,507,243.5500031,365.9830017,211.8560028,148.125,108.7170029,1139.099976,3375.149902,6532.899902,985.0999756,1943.140015,119.3249969,702.9879761,2612.149902,1260.699951,729.8499756,364.2000122,14882.09961,4173.350098,401.8999939,2314.649902,740.4000244,321.9500122,335.9609985,3111.100098,1050.72998,153.8329926,223.5,496.5499878,,,817,539.7000122,582.7999878,460.8999939,222.8179932,161.25,1107.099976
07-07-2016,210.0500031,504.5499878,1404.569946,1214.900024,778.2000122,578.625,127.6999969,3524.800049,358.5499878,918.2999878,302.6839905,127.4169998,514.2999878,247,371.3670044,209.8500061,146.3249969,108.2249985,1123,3382.399902,6511.299805,987.7000122,1959.310059,118.3379974,704.9329834,2610.550049,1290.550049,728.4000244,369.5,15486.40039,4141.100098,402.8500061,2323.800049,745.9000244,315.5499878,333.6199951,3102.699951,1036.329956,151.0670013,220.0500031,493.9500122,,,809.5650024,542.25,592.8250122,455.1499939,222.5910034,163.3500061,1105.400024
08-07-2016,207.0500031,502.9500122,1402.530029,1213.300049,777.5,579.0999756,126.8499985,3561.25,360.9249878,920.7000122,303.3039856,128.1670074,520.2999878,245.8500061,371.5669861,210.6190033,147.6950073,105.6090012,1121.800049,3400.050049,6412.149902,1010.700012,1945.160034,117.0999985,703.4530029,2604.600098,1286.900024,726.7249756,367.7669983,15648.5,4161.799805,401.4500122,2306.050049,743.4500122,311.7000122,325.9989929,3167.800049,1021.77002,148.8670044,218.3000031,489.2000122,,,820.7800293,546.4500122,587.4249878,466.2999878,219.9550018,164.4499969,1126.699951
11-07-2016,217.4499969,508.3999939,1429.619995,1232.069946,789,587.5250244,129.0500031,3626.449951,358.3999939,929.4000244,311.5450134,131.375,522,249.1499939,377.7669983,213.3190002,150.875,106.4950027,1150.300049,3454.550049,6487.200195,1026.800049,1954.599976,119.4380035,707.0629883,2649.050049,1314.099976,735.9749756,364.3999939,15926,4272.049805,402.6499939,2359.149902,760.5499878,320.8999939,330.4060059,3244.550049,1039.869995,150,224.6999969,496.25,,,856.75,544.4000244,599.875,484.6000061,227.1360016,166.6000061,1124.449951
12-07-2016,218,507.2000122,1428.599976,1232.469971,783.0499878,588.2750244,135.25,3596.350098,360.6749878,925.2999878,326.1220093,131.9170074,515.7000122,248.3999939,373.5169983,214.0500031,154.1300049,106.3830032,1163.900024,3487.300049,6427.25,1020.450012,1967.709961,119.1620026,718.742981,2651.800049,1333.75,737.5750122,366.7999878,16032.2002,4370.399902,406.0499878,2429.100098,763.6500244,317.0499878,333.5740051,3248.25,1045.329956,151.9329987,226.6999969,501.7000122,,,862.7150269,561,601.0750122,484.2999878,237.9089966,166.6000061,1125.199951
13-07-2016,217.3000031,506.5499878,1433.800049,1246.550049,778.5499878,596.9000244,135.8000031,3615.600098,360,927.4500122,340.8420105,131.375,514.5999756,247.1000061,363.7330017,215.2310028,155.6950073,110.2080002,1165.900024,3434.649902,6581.200195,1009.5,1953.660034,119.737999,717.0319824,2657.100098,1330.449951,732.2249756,374.2000122,15516.2002,4321.399902,404.7999878,2361.850098,775,324.0499878,333.9410095,3245.899902,1034.27002,156.1000061,227.6999969,504.375,,,857.5300293,556.8499756,598.875,481.1000061,237.4089966,161.8500061,1104.400024
14-07-2016,216.8999939,518.1500244,1429.880005,1260.949951,768.5499878,588.125,135.8000031,3583.199951,364.125,932.9500122,342.3179932,132.25,511.9500122,248.6999969,368.9330139,213.9750061,157.5149994,111.4029999,1153.5,3500.600098,6567,1017.599976,1951.709961,120.4000015,737.5189819,2665.100098,1336.949951,723.625,379.3999939,15675.90039,4428.299805,414.8999939,2397.300049,780.2000122,324.6499939,336.9259949,3261,1042.969971,153.6999969,232,502.4500122,,,867.0150146,560.25,600.1749878,486.1000061,244.1820068,165.0500031,1114.099976
15-07-2016,220.5,504.0499878,1410.300049,1222.680054,770.4000244,536.2750244,137.3999939,3588,358.75,941.5,355.2749939,130.2079926,516.4000244,248.8500061,369.8330078,207.9380035,163.6049957,110.7419968,1152.449951,3531.350098,6632.950195,1025.900024,1978.099976,119.5879974,746.9459839,2695.600098,1364.099976,732.4000244,377.7330017,15698.5,4472.049805,417.75,2430.199951,772.1500244,318.8500061,347.8980103,3244.100098,1057.22998,153.5,231.5,506.1000061,,,870.0050049,565.0499878,611.8499756,494,241.5910034,164.25,1126.800049
18-07-2016,217.9499969,506.6000061,1408.150024,1216.719971,776.7000122,540.9749756,137.25,3567.75,361.25,921.9500122,348.3680115,129.6670074,506.9500122,248.8999939,370.7669983,206.9810028,160.6049957,108.6050034,1151.300049,3498.449951,6618.649902,1028.5,1995.420044,118.1620026,743.2280273,2755.350098,1346.349976,734.3499756,370.4670105,16007.2998,4454.75,413.7999878,2460.550049,776.7999878,321.6499939,332.9769897,3249.699951,1049.599976,145.7330017,228.75,503.125,,,880.0700073,571,613.7249756,492.6499939,239.4550018,163.1999969,1130.900024
19-07-2016,220.6000061,507.6000061,1380.030029,1233.099976,782.4000244,543.4749756,138,3585.899902,365.0750122,895.1500244,352.7510071,130.1670074,505.7999878,249.0500031,381.4330139,205.9689941,162.8200073,108.4919968,1159.099976,3507.75,6642.700195,1030.699951,1970.98999,123.387001,737.4110107,2758.850098,1338.550049,728.2999878,368.7999878,16116.7998,4485.700195,413.25,2498.350098,777.7999878,318.9500122,334.4920044,3231.199951,1048.530029,147.3329926,229.6000061,508.8999939,,,864.3049927,565.4500122,609.1749878,499.25,244.6820068,166.3999939,1107.150024
20-07-2016,221.3999939,505.3500061,1404.719971,1247.469971,797.25,541.5499878,135.8999939,3676.649902,365,906.9000244,351.0360107,131.125,517.8499756,250.25,383,202.0690002,161.9499969,111.2060013,1186.5,3559.850098,6674.299805,1028.550049,1984.97998,128.2120056,750.0440063,2779.350098,1334.449951,730.7000122,368.5,16261.59961,4469.149902,412.1000061,2554.199951,782.2000122,329.25,333.6659851,3275.25,1047.22998,149.2669983,231.1499939,511.5,,,864.0100098,558.25,616.0999756,493.8999939,243.1820068,168.3500061,1118.5
21-07-2016,223.1999969,505.2999878,1407.380005,1253.030029,794.2000122,539.9500122,133.8999939,3617,361.7749939,910.0499878,345.1759949,129.0829926,515.8499756,250.6000061,384.1669922,203.25,161.2250061,109.913002,1187.849976,3638.5,6867.700195,1042.699951,1975.5,130.3500061,759.2769775,2770.600098,1332.900024,717.4249878,372.7330017,16431.19922,4413.700195,409.2000122,2608.699951,760.6500244,333.3500061,337.7520142,3266.300049,1038.369995,148.3999939,225.6499939,503.1749878,,,870.7849731,538.0499878,614.2999878,491.0499878,238.0910034,162.5,1136.650024
22-07-2016,225.3500061,504.8999939,1425.449951,1257.550049,786.5999756,536.2249756,136,3599.850098,364.6000061,903.2000122,348.178009,130.5,520.4000244,249.8500061,388.7999878,201.6560059,161.3000031,111.0230026,1204.650024,3639.699951,7078.350098,1047.050049,1981.25,130.5749969,757.6970215,2720.600098,1357,720.2750244,389.3999939,16305.7998,4414.700195,409.7000122,2599.850098,760.0499878,331.4500122,337.2929993,3260.850098,1049.329956,148.3000031,223.5,507.4249878,,,883.7800293,537.7000122,615.4000244,507.2000122,239.5,166.3500061,1138.849976
25-07-2016,226.1499939,508.3999939,1425.199951,1279.469971,804,540.4249878,135.1999969,3482.350098,370.2000122,906.9500122,346.4630127,131.25,524.5999756,251.75,395.6669922,203.5690002,162.8450012,110.1520004,1204.150024,3670,7126.5,1070.650024,1997.199951,134.25,753.0499878,2700.850098,1382,731.8250122,386.2669983,16074.7998,4550.549805,412.75,2599.949951,764.4000244,333.75,341.5159912,3280.050049,1057.27002,151.1999969,229.8999939,511.375,,,898.3649902,538.0999756,623.4749756,509,244.227005,168.9499969,1156.349976
26-07-2016,224.3999939,502.5,1411.900024,1276.300049,798.4000244,544.3499756,131.6499939,3319.649902,372.625,902.7000122,350.4169922,131.75,523.5499878,251.75,392.2330017,204.7879944,165.9349976,108.4499969,1186.449951,3628.300049,7164.149902,1060.75,2011.219971,133.1999969,752.3449707,2673.949951,1367.449951,724.4749756,385.3999939,15988.59961,4471.299805,414,2715.050049,751.7000122,327.4500122,339.5880127,3210.100098,1061.800049,149.5670013,226.6999969,512.0250244,,,984.835022,553.7999878,619.4000244,503.25,237.8639984,171.3999939,1156.449951
27-07-2016,228.6999969,504.25,1406.400024,1288.780029,807.9000244,542.6749878,133.8000031,2980.199951,376.75,903.8499756,345.8909912,132.5420074,523.1500244,247.3999939,392.3330078,205.9309998,173.9299927,108.2389984,1189.800049,3650.75,7076.350098,1061.800049,2033.969971,133.9880066,754.4589844,2670.149902,1387.699951,726.9000244,405.8670044,15988.2002,4558.149902,411.7000122,2614.149902,754,325.5499878,342.0669861,3204.649902,1068.099976,148.8329926,229.25,506.5499878,,,979.3449707,548.8499756,618.4749756,510.1000061,246,172.4499969,1178.300049
28-07-2016,225.25,485.5499878,1432.650024,1309.619995,825.4500122,538.75,134.25,2959.75,375.3999939,909.4000244,333.3150024,132.1670074,520.6500244,254.3000031,389.2000122,207.6750031,168.4349976,107.9440002,1195.5,3678.75,7237.299805,1128,2109.97998,133.0749969,749.4320068,2660.5,1402.150024,726.25,406.7330017,16287.59961,4763.5,426.6000061,2665.050049,750.3499756,329.9500122,341.4710083,3197.300049,1051.5,147.5670013,231,513.1749878,,,1031.680054,543.8499756,624.2249756,506.8500061,247.272995,176.1999969,1168.300049
29-07-2016,232.3999939,487.9500122,1466.900024,1309.650024,829.9500122,536.9249878,133.5500031,2935.350098,376.4750061,922.5499878,338.2690125,131.9579926,527.4000244,252.4499969,395.1000061,204.3939972,167.5200043,107.3669968,1198.5,3718.199951,7188.350098,1114.150024,2246.080078,136.1000061,758.2390137,2700.800049,1374.5,733.375,416.5669861,16110.2002,4757.600098,421.3999939,2723.899902,763.5,328,332.4259949,3203.149902,1039.22998,146.7330017,229.3999939,507.4500122,,,1037.27002,546.1500244,623.0999756,503.2000122,239,176,1175.650024
01-08-2016,228.5500031,490.1499939,1441.099976,1354.119995,835.6500244,542.625,136.6000061,2980.5,390.2250061,925,347.6059875,132.8329926,524.0499878,250.6000061,396.3999939,209.1380005,168.9649963,106.875,1175.349976,3755.699951,6951.950195,1120.900024,2232.52002,135.5,772.7399902,2736.149902,1374.300049,735.0750122,407.7330017,16287.2998,4866.25,422.2999878,2828.75,753.1500244,326.4500122,334.2170105,3215.050049,995.7999878,145.8670044,227.3000031,504.75,,,1122.619995,550.5499878,621.1500244,508.25,226.8179932,177.1999969,1200.550049
02-08-2016,224.6499939,499.2000122,1440.349976,1349.599976,828.9000244,541.9000244,135.5,2977.350098,400.375,927.4000244,344.7479858,132.7920074,517.9000244,260.7999878,386.2330017,206.1000061,167.4900055,105.8199997,1181.400024,3676.699951,6833.5,1123.349976,2184.649902,138.8249969,773.2819824,2747.649902,1342.150024,728.9749756,392,17084.09961,4986.049805,423.4500122,2726.100098,760.0999756,323.0499878,328.5239868,3261.699951,1002.22998,147.3999939,228.0500031,506.3999939,,,1094.410034,549.6500244,621.6500244,493.2999878,223,178.8999939,1192.900024
03-08-2016,222.8500061,496.8999939,1415.219971,1328.150024,839.5999756,542.4500122,135.6999969,2939.149902,413.0750122,913.7999878,341.1270142,131.25,529.4500122,252.6999969,381.9330139,205.4810028,168.6000061,104.737999,1172.699951,3667.699951,6776.649902,1143.400024,2136.840088,138.0379944,769.6879883,2714.850098,1325.449951,723.25,388.7999878,16780.30078,4873.850098,414.75,2645.5,756.2000122,326.1499939,329.4880066,3231,985.7329712,145.8329926,226.6499939,496.9750061,,,1000.559998,549.3499756,620.2249756,478.3999939,220.0910034,175.8999939,1178.400024
04-08-2016,227.8999939,499.9500122,1440.430054,1326,848.5499878,535.9000244,137.1000061,2962.449951,411.9249878,918.0499878,356.1329956,132.5420074,526.9500122,252.1000061,379.5329895,205.5749969,170.9900055,105.1589966,1150.75,3656.550049,6805.200195,1127.300049,2140.399902,136.4499969,773.8859863,2744,1320.150024,717.8499756,401.5329895,16643.69922,4889.649902,408.2000122,2668.600098,756.4000244,323.5,336.2829895,3276.300049,979.4329834,146.5670013,225.6499939,496.5,,,996.9699707,547.5,620.5,500,218.5,178.1999969,1166.300049
05-08-2016,234,495.0499878,1442.300049,1324.550049,841.9000244,534,143.6999969,3008.699951,410.875,925.5,363.6600037,134.5420074,533.25,252.5500031,391.0329895,205.1999969,173.7700043,107.5920029,1184.150024,3806.899902,6838.049805,1143.349976,2222.310059,143.9880066,815.7059937,2862.100098,1342.099976,742,409.3330078,16681.09961,4941.649902,416.4500122,2669.699951,774.3499756,329.3999939,334.2170105,3443.949951,1008.130005,150.6329956,232.75,508.125,,,1009.469971,567.25,624.625,516.4000244,223.5910034,176.5,1184.599976
08-08-2016,240.6499939,503.6499939,1576.069946,1324.75,832.7999878,539.3499756,149.1499939,3036.199951,409.5499878,929.5,361.6109924,133.2079926,535.4000244,249.9499969,404.5,205.875,172.8099976,107.4229965,1192.900024,3780.25,6854.899902,1148.349976,2243.169922,145.625,818.9050293,2871.449951,1367.449951,748.9249878,414.7669983,16867.40039,4991.75,419.7000122,2642.050049,771.5,331.9500122,322.7860107,3457.350098,1004.77002,150.7330017,233.25,514.625,,,1003.429993,571.1500244,624.7999878,514.7999878,222.9550018,178.5,1192.400024
09-08-2016,239.75,502.5,1564.219971,1325.099976,829.3499756,541.7000122,146.6000061,3038.300049,408.4249878,934.25,357.6099854,133.2079926,532.9500122,247.6499939,397.1000061,206.7559967,171.0099945,106.6640015,1184.650024,3801.949951,6892.299805,1146.5,2208.23999,141.3869934,803.4520264,2866.800049,1343,740.375,410.6000061,17135.40039,4960.850098,420.1000061,2604.75,764.75,337.1499939,320.8569946,3411.800049,1000.630005,152.6670074,235.1499939,515.3499756,,,1017.97998,574.0999756,623.5999756,513.7999878,223.0449982,176.1000061,1186.25
10-08-2016,258.4500122,497.2000122,1551.680054,1337.699951,817.6500244,541.1749878,145.8000031,2999.649902,409.0750122,924.9500122,352.7980042,131.5829926,521.25,246.5,389.0329895,203.4940033,170.9349976,105.1729965,1159.900024,3728.949951,6844.700195,1129.949951,2173.969971,134.75,750.3389893,2856,1337.150024,724.5750122,413.5329895,16500.90039,4861.600098,403.9500122,2695.5,761.25,337.9500122,318.1029968,3317.300049,988.7999878,152.6999969,231.5,501.8250122,,,999.8300171,567.9000244,613.4500122,503.4500122,217.5910034,174.3999939,1158.099976
11-08-2016,253.5,500.1000061,1618.449951,1354.949951,808.25,538.6749878,142.25,3010.850098,412.2749939,935.6500244,350.9410095,132.9579926,523.9500122,251.6499939,397.8999939,203.625,171.0650024,104.3160019,1175.949951,3706.649902,6849.049805,1145.099976,2226.830078,136.0870056,703.2600098,2846.350098,1348.449951,710.7999878,418.8999939,16710.90039,4878.649902,400.3500061,2760.550049,764.6500244,337.7999878,318.0109863,3304.850098,983.1329956,154.2669983,227.1499939,507.0499878,,,1000.72998,569.75,614.125,503.25,220.6360016,174.0500031,1164.449951
12-08-2016,258.25,493.3500061,1642.550049,1369.219971,800.5499878,531.2750244,146.3500061,3011.149902,407.1000061,935,357.0379944,133.7920074,515.9500122,254.1000061,386.6329956,203.9060059,172.8049927,105.2300034,1194.050049,3722.100098,6894.799805,1137.5,2232.159912,134.5500031,706.6599731,2868.699951,1382.150024,725.4249878,419.7000122,16998.5,4898.600098,401.9500122,2770.850098,762.9000244,337.9500122,319.3420105,3310.949951,994.5999756,155.7330017,243.3000031,517.9000244,,,1015.440002,591,614.3499756,516.7999878,223.5910034,178.0500031,1173.800049
16-08-2016,273.5499878,482.9500122,1636.030029,1345.849976,782.7000122,525.9000244,154.6499939,3006.850098,396.1749878,926.2000122,361.230011,134.4579926,554.1500244,255.1000061,397.6000061,201.1880035,174.8000031,104.4840012,1261.900024,3739.449951,6749.25,1129.650024,2246.169922,136.1369934,694.7390137,2883.050049,1358.550049,721.8250122,417.4670105,17339.80078,4864.200195,404.5499878,2750.199951,772.7999878,337.7999878,314.4299927,3291.300049,1004.22998,156.8000031,246.75,512.4500122,,,1020.359985,583.2999878,613.6500244,507.6000061,225.9550018,177.5,1158.349976
17-08-2016,267.6499939,474.6499939,1668.349976,1312.280029,785,516.6500244,155.9499969,3004.649902,392.2749939,913.2000122,373.3299866,134.625,549.8499756,253.6999969,391.5669861,197.9250031,177.3450012,103.5279999,1274.150024,3699.300049,6694.450195,1113.550049,2234.800049,136.2380066,700.2459717,2939.649902,1366.900024,725.25,428.3999939,17147.09961,4889.850098,404.6499939,2716.800049,765.6500244,347.7999878,317.3680115,3358.75,1001.669983,158.5330048,246.25,506.6499939,,,1020.880005,589.5,617.4500122,510.3999939,225.0910034,174.6499939,1153.550049
18-08-2016,275.4500122,469.5,1664.780029,1319.280029,788.7999878,511.7000122,154.3500061,3027.199951,392.8999939,906.9000244,368.8999939,139,552.6500244,252.1499939,391.3999939,196.9129944,178.3800049,102.7969971,1275.599976,3874.350098,6697,1107.349976,2217.47998,140.5,716.7990112,2946.100098,1374.300049,730.125,429.3670044,17055.80078,4915.850098,398.1499939,2711.699951,784.4000244,339.0499878,324.2550049,3368.449951,988.0670166,160.8999939,248.3999939,509.0249939,,,1013.460022,593.1500244,626.25,512.0499878,229.9089966,182,1194.599976
19-08-2016,273.0499878,473.2000122,1675.219971,1301.75,783.7999878,510.6499939,158.9499969,3010.149902,390.9249878,910.6500244,373.6159973,138.9579926,556.7999878,250.9499969,395.4670105,195.0379944,178.8099976,102.3330002,1300,3926.800049,6727.350098,1113.5,2177.72998,141.5500031,717.6740112,2933.199951,1369.400024,729.4749756,430.1329956,16990.5,4900.100098,402,2698.899902,778.75,334.1499939,322.6480103,3357.75,996.2329712,161.0670013,258.5,507.4500122,,,1018.309998,588.5499878,623.5499878,510,230.8179932,180.9499969,1188.150024
22-08-2016,270.5499878,466.3500061,1684.619995,1274.349976,770.0999756,507.7250061,156.0500031,3013,386.125,930.0499878,369.8049927,136.375,557.5999756,254.1000061,398.3330078,193.3130035,176.7850037,102.4589996,1303.599976,3865.399902,6785.350098,1113.900024,2179.5,139.9499969,697.4730225,2924.899902,1377.550049,721.7750244,434.6669922,17086.19922,4837.75,402.9500122,2718,772.8499756,334.8999939,321.54599,3336.5,995.0999756,159.5670013,254.8000031,505.9249878,,,1016.609985,580.25,625.1500244,503.9500122,229.3179932,181.9499969,1186.75
23-08-2016,272.5,465.7999878,1680.680054,1300.530029,762.3499756,519.8250122,155.5500031,3009.199951,395.5,921.7000122,366.946991,132.5,555.6500244,251.3999939,384.0669861,194.8500061,175.8450012,103.2050018,1314.300049,3826.300049,6810.899902,1126.25,2200.98999,135.9880066,701.2459717,2878.800049,1375.150024,721.3499756,430.1669922,16779.19922,4833.799805,406.75,2682.399902,778.3499756,336.6499939,324.8059998,3307.899902,984.7670288,158.9329987,254.75,505.2250061,,,1004.070007,582.5,625.7249756,504,227.4550018,182.1499939,1189.199951
24-08-2016,270.1000061,467.0499878,1716.469971,1286.030029,769.7000122,528.7000122,157,3039.800049,395.1749878,919.4000244,361.9920044,134.4170074,567.2000122,250.25,387.8330078,194.8690033,175.9649963,102.810997,1347.849976,3812.300049,6818.200195,1118.849976,2213.22998,141.0379944,708.4569702,2869.699951,1382.849976,717.4249878,429.4670105,17018.69922,4948.549805,404.1499939,2711.399902,777,333.9500122,323.75,3310.699951,982.3330078,160.6670074,254.3999939,510.25,,,1005.359985,583.4000244,630.9000244,498.3500061,225.8639984,182.3000031,1182.75
25-08-2016,261.75,458.1000061,1732.150024,1275.530029,764.9500122,518.0750122,154.25,3050.300049,399.0249939,910.7999878,354.70401,132.2079926,562.9000244,253.4499969,398.8330078,189,174.5399933,104.9339981,1337.800049,3789.5,6829.850098,1105.900024,2209.060059,142.5249939,701.5170288,2862.399902,1357.5,706.9249878,421.5,17053.09961,4933.700195,395.1000061,2688.25,780.75,331.2999878,317.6900024,3304.600098,969.7670288,158.5330048,250.1499939,506.3500061,,,1028.959961,586.5499878,629.2750244,493.8500061,224.5,182.25,1182.050049
26-08-2016,257.7000122,459.9500122,1718.849976,1262.469971,755.25,510.125,155.5,3040.399902,389.375,904.5,351.9890137,131.5829926,567.25,253.8000031,397.1669922,183.75,175.6049957,106.4810028,1331.75,3803.449951,6831.25,1123.300049,2233.100098,143.3869934,702.3070068,2858.25,1366.349976,712.4249878,423.2000122,17103.69922,4920.899902,405.75,2808,780.7999878,333.2999878,315.8070068,3304.850098,951.46698,158.9329987,246.6000061,513.9500122,,,1048.089966,586.4000244,628.5499878,503.75,223,180.8000031,1163.550049
